"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AG1","AJ1","AT1","AT2","AT3","AT4","AT5","ED1","GA1","GA2","GA3","GA4","GD1","GD2","GD3","GF1","GK1","GP1","GQ1","GR1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MW1","MW2","MW3","MW4","OC1","OE1","OE2","OE3","REM","EQD"
"72295023174","1998-11-16T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0580,02,008,0673,02,015,0173,02,008","0060,0529,9,1775,9","0060,0843,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-16T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0036,5","06096,5,M,N","004000,5,N,1","+0183,5","+0139,5","10131,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+03300,1,99,9","07,1,+06000,1,99,9",,,"1,99,5,+03353,5,9","3,99,5,+06096,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1","8,1,016,1,+999,9",,,,"05,5",,,,,,,,"MET031NEW AO2 SLP131 T01830139 58016;","Q01+999990APOSP N01 00081JPWTH 0"
"72295023174","1998-11-16T21:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0570,02,008,0669,02,015,0178,02,008","0060,0543,9,1950,9","0060,0816,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-16T21:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0031,5","06096,5,M,N","004800,5,N,1","+0189,5","+0150,5","10121,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+03000,1,99,9","08,1,+06000,1,99,9",,,"2,99,5,+03048,5,9","4,99,5,+06096,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10084,1",,,,,"05,5",,,,,,,,"MET025NEW AO2 SLP121 T01890150;","Q01+999990APOSP N01 00081JPWTH 0"
"72295023174","1998-11-16T22:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0430,02,008,0354,02,015,0248,02,008","0060,0592,9,2110,9","0060,0716,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-16T22:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0041,5","06096,5,M,N","008000,5,N,1","+0172,5","+0156,5","10122,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+01500,1,99,9","02,1,+03300,1,99,9","08,1,+06000,1,99,9",,"1,99,5,+01524,5,9","2,99,5,+03353,5,9","4,99,5,+06096,5,9","08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10122,5,10084,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP122 T01720156;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-11-16T23:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0184,02,008,0026,02,015,0174,02,008","0060,0668,9,2244,9","0060,0551,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T00:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","250,5,N,0046,5","05486,5,M,N","011200,5,N,1","+0156,5","+0150,5","10123,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00540,1,99,9","02,1,+01500,1,99,9","08,1,+05400,1,99,9",,"1,99,5,+00549,5,9","2,99,5,+01524,5,9","4,99,5,+05486,5,9","08,99,1,99,9,99,9,00450,1,99,9,99,9",,"0060,0150,02,008,0086,02,015,0130,02,008","0060,0763,9,2355,9","0060,0331,9,1399,9",,,,,,,,,"10125,5,10086,1","5,1,009,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP123 T01560150 10189 20156 55009;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0057,5","01524,5,M,N","011200,5,N,1","+0150,5","+0144,5","10130,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00420,1,99,9","07,1,+01500,1,99,9","08,1,+04500,1,99,9",,"2,99,5,+00427,5,9","3,99,5,+01524,5,9","4,99,5,+04572,5,9","08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10132,5,10094,1",,,,,,,,,,,,,"MET025NEW AO2 SLP130 T01500144;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0014,02,008,0034,02,015,0012,02,008","0060,0858,9,2440,9","0060,0082,9,1131,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0021,5","22000,5,M,N","011200,5,N,1","+0144,5","+0133,5","10128,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00360,1,99,9",,,,"2,99,5,+00366,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10129,5,10090,1",,,,,,,,,,,,,"MET025NEW AO2 SLP128 T01440133;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0041,5","22000,5,M,N","012800,5,N,1","+0150,5","+0139,5","10139,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00450,1,99,9","02,1,+01500,1,99,9",,,"1,99,5,+00457,5,9","2,99,5,+01524,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10142,5,10104,1","3,1,017,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP139 T01500139 53017;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","210,5,N,0036,5","00549,5,M,N","012800,5,N,1","+0150,5","+0139,5","10146,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+00540,1,99,9","08,1,+00690,1,99,9",,,"3,99,5,+00549,5,9","4,99,5,+00701,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10107,1",,,,,,,,,,,,,"MET025NEW AO2 SLP146 T01500139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","200,5,N,0015,5","22000,5,M,N","012800,5,N,1","+0150,5","+0139,5","10145,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00510,1,99,9","02,1,+00720,1,99,9",,,"1,99,5,+00518,5,9","2,99,5,+00732,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10146,5,10107,1",,,,,,,,,,,,,"MET025NEW AO2 SLP145 T01500139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","00732,5,M,N","012800,5,N,1","+0150,5","+0133,5","10146,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"07,1,+00720,1,99,9",,,,"3,99,5,+00732,5,9",,,"99,99,9,99,9,99,9,00800,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10146,5,10107,1","0,1,005,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP146 T01500133 10156 20144 50005;","Q01+000062SCOTCVQ02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0021,5","00762,5,M,N","011200,5,N,1","+0150,5","+0139,5","10151,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+00750,1,99,9",,,,"4,99,5,+00762,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10152,5,10114,1",,,,,,,,,,,,,"MET025NEW AO2 SLP151 T01500139;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","170,5,N,0031,5","00792,5,M,N","012800,5,N,1","+0150,5","+0128,5","10152,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+00780,1,99,9",,,,"4,99,5,+00792,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,"999,M,+0189,1","999,N,+0094,1",,,,,,,"10156,5,10117,1",,,,,,,,,,,,,"MET032NEW AO2 SLP152 T01500128 4018900","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,"0000,9,5,999999,9,9","MW,01,FG  ,5","MW,13,BR  ,1","MW,08,HZ  ,5",,,,,,,,,,,,,,,,"240,M,+0189,5","240,N,+0094,5",,,,,,,,,"10088,9,99999,4",,,,,,,,"1,24,00626,220,1858,5","2,24,00581,250,1652,5","3,24,00241,999,9999,5","SOD56624 HR PRECIPITATION (IN): 0.00 SNOW DEPTH (IN):0.0  24 HR MAX TEMP (F): 6624 HR MAX TEMP TIME (LST):1401 24 HR MIN TEMP (F): 4924 HR MIN TEMP TIME (LST):0628 AVERAGE STATION PRESSURE:29.79  PEAK WIND SPEED (MPH): 14 PEAK WIND DIR (DEG):220 PEAK WIND TIME (LST):1858  FASTEST 2MIN SPEED (MPH): 13FASTEST 2MIN DIR (DEG):250 FASTEST 2MIN TIME (LST):1652 AVERAGE WIND SPEED (MPH): 5.4 24 HR AVG TEMP (F):58 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72295023174","1998-11-17T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","160,5,N,0041,5","00945,5,M,N","014400,5,N,1","+0150,5","+0122,5","10153,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"08,1,+00930,1,99,9",,,,"4,99,5,+00945,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10117,1","1,1,009,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP153 T01500122 51009;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","110,5,N,0015,5","01006,5,M,N","014400,5,N,1","+0144,5","+0122,5","10154,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"08,1,+00990,1,99,9",,,,"4,99,5,+01006,5,9",,,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10117,1",,,,,,,,,,,,,"MET025NEW AO2 SLP154 T01440122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","130,5,N,0021,5","01067,5,M,N","014400,5,N,1","+0144,5","+0117,5","10152,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+01050,1,99,9",,,,"3,99,5,+01067,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10156,5,10117,1",,,,,,,,,,,,,"MET025NEW AO2 SLP152 T01440117;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","01067,5,M,N","012800,5,N,1","+0139,5","+0122,5","10152,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"07,1,+01050,1,99,9",,,,"3,99,5,+01067,5,9",,,"99,99,9,99,9,99,9,01250,1,99,9,99,9",,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,"10152,5,10113,1","7,1,002,1,+999,9",,,,,,,,,,,,"MET043NEW AO2 SLP152 T01390122 10150 20133 57002;","Q01+000062SCOTCVQ02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","01128,5,M,N","011200,5,N,1","+0144,5","+0122,5","10157,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"07,1,+01110,1,99,9",,,,"3,99,5,+01128,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1",,,,,,,,,,,,,"MET025NEW AO2 SLP157 T01440122;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","200,5,N,0015,5","01311,5,M,N","009600,5,N,1","+0144,5","+0128,5","10161,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00840,1,99,9","08,1,+01290,1,99,9",,,"1,99,5,+00853,5,9","4,99,5,+01311,5,9",,"08,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10163,5,10124,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP161 T01440128;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-11-17T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0021,5","01372,5,M,N","008000,5,N,1","+0144,5","+0128,5","10169,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00360,1,99,9","02,1,+00840,1,99,9","07,1,+01350,1,99,9",,"1,99,5,+00366,5,9","2,99,5,+00853,5,9","3,99,5,+01372,5,9","07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10131,1","3,1,015,1,+999,9",,,,"10,1","45,5",,,,,,,"MET031NEW AO2 SLP169 T01440128 53015;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-11-17T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,008,0034,02,015,0000,02,008","0060,0874,9,1149,9","0060,0033,9,0711,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","120,5,N,0015,5","22000,5,M,N","008000,5,N,1","+0150,5","+0133,5","10176,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00360,1,99,9","02,1,+00840,1,99,9",,,"1,99,5,+00366,5,9","2,99,5,+00853,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10176,5,10138,1",,,,,"10,1","45,5",,,,,,,"MET025NEW AO2 SLP176 T01500133;","Q01+999990APOSP N01 00070JPWTH 0"
"72295023174","1998-11-17T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0125,02,008,0326,02,015,0064,02,008","0060,0793,9,1218,9","0060,0259,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","040,5,N,0015,5","01219,5,M,N","008000,5,N,1","+0167,5","+0133,5","10180,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00360,1,99,9","07,1,+01200,1,99,9",,,"1,99,5,+00366,5,9","3,99,5,+01219,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10183,5,10144,1",,,,,"05,5",,,,,,,,"MET025NEW AO2 SLP180 T01670133;","Q01+999990APOSP N01 00081JPWTH 0"
"72295023174","1998-11-17T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0192,02,008,0107,02,015,0154,02,008","0060,0695,9,1324,9","0060,0490,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","250,5,N,0026,5","01524,5,M,N","008000,5,N,1","+0167,5","+0117,5","10180,5","01,0000,9,5","06,0000,9,1",,,,,"0,000",,,,,,,,"02,1,+00750,1,99,9","07,1,+01500,1,99,9",,,"2,99,5,+00762,5,9","3,99,5,+01524,5,9",,"99,99,9,99,9,99,9,00800,1,99,9,99,9",,"0060,0201,02,008,0023,02,015,0190,02,008","0060,0613,9,1451,9","0060,0672,9,1399,9",,,,,,,,,"10183,5,10144,1","0,1,012,1,+999,9",,,,"05,5",,,,,,,,"MET043NEW AO2 SLP180 T01670117 10172 20133 50012;","Q01+000062SCOTCVN01 00081JPWTH 0"
"72295023174","1998-11-17T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0036,5","01463,5,M,N","016000,5,N,1","+0167,5","+0111,5","10179,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00750,1,99,9","07,1,+01440,1,99,9",,,"2,99,5,+00762,5,9","3,99,5,+01463,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10179,5,10141,1",,,,,,,,,,,,,"MET025NEW AO2 SLP179 T01670111;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0553,02,008,0599,02,015,0213,02,008","0060,0556,9,1603,9","0060,0791,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","260,5,N,0041,5","22000,5,M,N","016000,5,N,1","+0183,5","+0117,5","10167,5","01,0000,9,5",,,,,,"0,999",,,,,,,,"02,1,+00720,1,99,9","02,1,+01500,1,99,9",,,"1,99,5,+00732,5,9","2,99,5,+01524,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10169,5,10131,1",,,,,,,,,,,,,"MET025NEW AO2 SLP167 T01830117;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
"72295023174","1998-11-17T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,"0060,0580,02,008,0607,02,015,0215,02,008","0060,0532,9,1775,9","0060,0838,9,1399,9",,,,,,,,,,,,,,,,,,,,,,,
"72295023174","1998-11-17T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","250,5,N,0062,5","22000,5,M,N","016000,5,N,1","+0178,5","+0128,5","10158,5","01,0000,9,5",,,,,,"0,000",,,,,,,,"02,1,+00720,1,99,9","02,1,+01500,1,99,9",,,"1,99,5,+00732,5,9","2,99,5,+01524,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10159,5,10121,1","8,1,021,1,+999,9",,,,,,,,,,,,"MET031NEW AO2 SLP158 T01780128 58021;","Q01+999990APOSP Q02+000000PRSWM2N01 00000JPWTH 0"
