"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","ED1","GA1","GD1","GD2","GD3","GD4","GF1","GJ1","GK1","GP1","GQ1","GR1","IA1","KA1","KA2","KB1","KB2","KB3","KD1","KD2","KE1","MA1","MD1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","MW4","MW5","OC1","OE1","OE2","OE3","SA1","UA1","UG1","REM","EQD"
"72295023174","2002-11-26T23:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","010,5,N,0052,5","06096,5,M,N","016000,5,N,1","+0233,5","-0033,5","10129,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9","3,99,5,+06096,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0233,1","999,N,+0206,1",,,,,,,"10132,5,99999,9","6,1,017,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET096KLAX 262350Z 01010KT 10SM SCT150 BKN200 23/M03 A2992 RMK AO2 SLP129 T02331033 10233 20206 56017;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T00:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0120,02,008,0048,02,015,0110,02,008","0060,0774,9,2335,9","0060,0307,9,1404,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T00:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","020,5,N,0052,5","06096,5,M,N","016000,5,N,1","+0228,5","-0039,5","10130,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9","3,99,5,+06096,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10132,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET078KLAX 270050Z 02010KT 10SM SCT150 BKN200 23/M04 A2992 RMK AO2 SLP130 T02281039;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T01:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0008,02,008,0017,02,015,0007,02,008","0060,0862,9,2416,9","0060,0067,9,1018,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T01:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","020,5,N,0052,5","22000,5,M,N","016000,5,N,1","+0228,5","-0044,5","10133,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10135,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 270150Z 02010KT 10SM SCT150 23/M04 A2993 RMK AO2 SLP133 T02281044;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T02:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T02:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0211,5","-0056,5","10136,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10139,5,99999,9","3,1,006,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET077KLAX 270250Z 00000KT 10SM SCT150 21/M06 A2994 RMK AO2 SLP136 T02111056 53006;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T03:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T03:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","090,5,N,0026,5","22000,5,M,N","016000,5,N,1","+0200,5","-0056,5","10142,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10142,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 270350Z 09005KT 10SM SCT150 20/M06 A2995 RMK AO2 SLP142 T02001056;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T04:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T04:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0200,5","-0044,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10149,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 270450Z 00000KT 10SM SCT150 20/M04 A2997 RMK AO2 SLP146 T02001044;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T05:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T05:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0180,1","-0030,1","10148,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0233,1","999,N,+0183,1",,,,,,,"10152,1,99999,9","1,1,012,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET086KLAX 270550Z 00000KT 10SM CLR 18/M03 A2998 RMK AO2 SLP148 T01831033 10233 20183 51012;","Q01+000000PRSWM2"
"72295023174","2002-11-27T06:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0183,5","-0033,5","10148,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9","0,99,5,+99999,9,9",,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,"240,M,+0233,1","240,N,+0167,1",,,,,,,"10152,5,10113,1","1,1,012,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  27064 72295 32966 00000 10183 21033 30113 40148 51012 90550 333 10233 20167 555 92706;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2002-11-27T06:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0194,5","-0044,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10149,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 270650Z 00000KT 10SM FEW200 19/M04 A2997 RMK AO2 SLP146 T01941044;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T07:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T07:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,V,0026,5","22000,5,M,N","016000,5,N,1","+0167,5","-0028,5","10148,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0233,1","999,N,+0161,1",,,,,,,"10149,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET081KLAX 270750Z VRB05KT 10SM FEW200 17/M03 A2997 RMK AO2 SLP148 T01671028 402330161;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,6",,,,,,,,,,,,,,,,,,"MW,08,HZ  ,5","MW,07,DU  ,5",,,,,,,,,,"0000,5","000,5",,,,,"240,M,+0233,5","240,N,+0161,5",,,,,,,,,"10017,9,99999,4",,,,,,,,,,"1,24,01699,040,0402,5","2,24,01296,040,0415,5","3,24,00465,999,9999,5",,,,"SOD60524 HR PRECIPITATION (IN): 0.00 TOTAL SUNSHINE (MINUTES):   0 PERCENT POSSIBLE SUNSHINE:  0 24 HR MAX TEMP (F): 7424 HR MAX TEMP TIME (LST):1646 24 HR MIN TEMP (F): 6124 HR MIN TEMP TIME (LST):2310 AVERAGE STATION PRESSURE:29.58  PEAK WIND SPEED (MPH): 38 PEAK WIND DIR (DEG): 40 PEAK WIND TIME (LST):0402  FASTEST 2MIN SPEED (MPH): 29FASTEST 2MIN DIR (DEG): 40 FASTEST 2MIN TIME (LST):0415 AVERAGE WIND SPEED (MPH):10.4 24 HR AVG TEMP (F):68 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00  .00","R01  0.007AAP092"
"72295023174","2002-11-27T08:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T08:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0133,5","+0006,5","10146,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+06096,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10149,5,99999,9","8,1,003,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET075KLAX 270850Z 00000KT 9SM FEW200 13/01 A2997 RMK AO2 SLP146 T01330006 58003;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T09:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T09:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","020,5,N,0031,5","22000,5,M,N","016000,5,N,1","+0156,5","-0039,5","10143,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10146,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET068KLAX 270950Z 02006KT 10SM CLR 16/M04 A2996 RMK AO2 SLP143 T01561039;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T10:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T10:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","270,5,N,0015,5","22000,5,M,N","016000,5,N,1","+0156,5","-0050,5","10141,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+03353,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10146,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 271050Z 27003KT 10SM SCT110 16/M05 A2996 RMK AO2 SLP141 T01561050;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T11:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T11:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0160,1","-0080,1","10141,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+03300,1,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0194,1","999,N,+0122,1",,,,,,,"10146,1,99999,9","6,1,004,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET089KLAX 271150Z 00000KT 10SM FEW110 16/M08 A2996 RMK AO2 SLP141 T01611078 10194 20122 56004;","Q01+000000PRSWM2"
"72295023174","2002-11-27T12:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0161,5","-0078,5","10141,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+03353,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,"999,M,+0233,1","120,N,+0122,1",,,,,,,"10146,5,10107,1","6,1,004,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  27124 72295 32966 20000 10161 21078 30107 40141 56004 91150 333 10233 20122 555 92712;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2002-11-27T12:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0015,5","22000,5,M,N","016000,5,N,1","+0139,5","-0056,5","10139,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+03353,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10142,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 271250Z 10003KT 10SM FEW110 14/M06 A2995 RMK AO2 SLP139 T01391056;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T13:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T13:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0026,5","22000,5,M,N","016000,5,N,1","+0111,5","-0017,5","10145,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+03353,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10149,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET071KLAX 271350Z 10005KT 10SM FEW110 11/M02 A2997 RMK AO2 SLP145 T01111017;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T14:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,000,0000,02,000,0000,02,000",,"0060,0000,9,0000,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T14:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","014400,5,N,1","+0144,5","-0017,5","10152,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+03962,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10156,5,99999,9","3,1,010,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET084KLAX 271450Z 00000KT 9SM FEW130 14/M02 A2999 RMK AO2 SLP152 ACSL NW T01441017 53010;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T15:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0000,02,008,0000,02,015,0000,02,008","0060,0882,9,1169,9","0060,0015,9,0503,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T15:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","100,5,N,0031,5","22000,5,M,N","016000,5,N,1","+0133,5","-0006,5","10162,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","2,99,5,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10166,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET078KLAX 271550Z 10006KT 10SM FEW150 SCT200 13/M01 A3002 RMK AO2 SLP162 T01331006;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T16:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0100,02,008,0311,02,015,0052,02,008","0060,0812,9,1230,9","0060,0215,9,1405,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T16:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0167,5","-0028,5","10165,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+04572,5,9","2,99,5,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10169,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET078KLAX 271650Z 00000KT 10SM FEW150 SCT200 17/M03 A3003 RMK AO2 SLP165 T01671028;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T17:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0237,02,008,0344,02,015,0127,02,008","0060,0715,9,1333,9","0060,0446,9,1405,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T17:50:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016093,1,N,1","+0180,1","-0030,1","10169,1",,,,,,,,,,,,,,,,,,,,,,,,,"2,99,1,+04500,1,9","2,99,1,+06000,1,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,"999,M,+0183,1","999,N,+0111,1",,,,,,,"10173,1,99999,9","1,1,017,1,+999,9",,,,,"00,1",,,,,,,,,,,,"MET096KLAX 271750Z 00000KT 10SM SCT150 SCT200 18/M03 A3004 RMK AO2 SLP169 T01831033 10183 20111 51017;","Q01+000000PRSWM2"
"72295023174","2002-11-27T18:00:00","3","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SY-MT","LAX  ","V020","999,9,C,0000,5","22000,5,M,N","016000,5,N,1","+0183,5","-0033,5","10169,5","01,0000,9,5","06,0000,9,1",,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9","2,99,5,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,"0060,0398,02,008,0476,02,015,0184,02,008","0060,0634,9,1457,9","0060,0628,9,1405,9",,"120,M,+0194,1","240,N,+0111,1",,,,,,,"10173,5,10134,1","1,1,017,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  27184 72295 32966 40000 10183 21033 30134 40169 51017 91750 333 10194 20111 555 92718;","Q01  00002PRCP06N01 00000JPWTH 0"
"72295023174","2002-11-27T18:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","160,5,N,0041,5","22000,5,M,N","016000,5,N,1","+0206,5","-0056,5","10163,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+04572,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10166,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET070KLAX 271850Z 16008KT 8SM SCT150 21/M06 A3002 RMK AO2 SLP163 T02061056;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T19:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0227,02,008,0024,02,015,0214,02,008","0060,0578,9,1603,9","0060,0749,9,1405,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T19:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","130,5,N,0046,5","04572,5,M,N","016000,5,N,1","+0206,5","-0061,5","10156,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"2,99,5,+03353,5,9","3,99,5,+04572,5,9",,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10156,5,99999,9",,,,,,"00,1",,,,,,,,,,,,"MET078KLAX 271950Z 13009KT 10SM SCT110 BKN150 21/M06 A2999 RMK AO2 SLP156 T02061061;","Q01+000000PRSWM2N01 00000JPWTH 0"
"72295023174","2002-11-27T20:00:00","9","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","NSRDB","99999","V020","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0060,0355,02,008,0132,02,015,0280,02,008","0060,0553,9,1768,9","0060,0799,9,1405,9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"72295023174","2002-11-27T20:50:00","C","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","LAX  ","V020","150,5,N,0046,5","04572,5,M,N","016000,5,N,1","+0206,5","-0033,5","10148,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,"1,99,5,+03353,5,9","3,99,5,+04572,5,9","3,99,5,+06096,5,9",,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,,,"10149,5,99999,9","8,1,021,1,+999,9",,,,,"00,1",,,,,"0093,1",,,,,,,"MET094KLAX 272050Z 15009G18KT 10SM FEW110 BKN150 BKN200 21/M03 A2997 RMK AO2 SLP148 T02061033 58021;","Q01+000000PRSWM2N01 00000JPWTH 0"
