"STATION","DATE","SOURCE","LATITUDE","LONGITUDE","ELEVATION","NAME","REPORT_TYPE","CALL_SIGN","QUALITY_CONTROL","WND","CIG","VIS","TMP","DEW","SLP","AA1","AA2","AA3","AB1","AD1","AE1","AH1","AH2","AH3","AH4","AH5","AH6","AI1","AI2","AI3","AI4","AI5","AI6","AT1","AT2","AT3","AT4","AU1","AU2","AU3","AW1","AW2","AW3","AX1","AX2","AX3","ED1","GA1","GA2","GA3","GA4","GA5","GA6","GD1","GD2","GD3","GD4","GF1","KA1","KA2","KB1","KB2","KB3","KC1","KC2","KD1","KD2","KE1","KG1","KG2","MA1","MD1","MF1","MG1","MH1","MK1","MV1","MW1","MW2","MW3","OC1","OD1","OE1","OE2","OE3","RH1","RH2","RH3","REM","EQD"
"72295023174","2006-12-23T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0122,5","+0000,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5","1,9,014,9,+999,9",,,,,,,,,,,,,,,,,"MET10112/23/06 00:51:52 METAR KLAX 230850Z 00000KT 10SM CLR 12/00 A3022 RMK AO2 SLP231 T01220000 51014 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-23T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0111,5","-0011,5","10230,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET09612/23/06 01:51:52 METAR KLAX 230950Z 00000KT 10SM CLR 11/M01 A3021 RMK AO2 SLP230 T01111011 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-23T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0111,5","-0028,5","10221,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10224,5,10104,5",,,,,,,,,,,,,,,,,,"MET09612/23/06 02:51:53 METAR KLAX 231050Z 00000KT 10SM CLR 11/M03 A3019 RMK AO2 SLP221 T01111028 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-23T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","140,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0083,5","-0006,5","10225,5","01,0000,9,5","24,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0150,1","999,N,+0083,1",,,,,,,,,,,"10227,5,10108,5","5,9,007,9,+999,9",,,,,,,,,,,,,,,,,"MET12012/23/06 03:51:53 METAR KLAX 231150Z 14004KT 10SM CLR 08/M01 A3020 RMK AO2 SLP225 70001 T00831006 10150 20083 55007 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-23T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","140,1,N,0021,1","22000,1,9,N","016000,1,N,1","+0083,1","-0006,1","10225,1","24,0003,9,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0083,1","240,M,+0189,1",,,,,,,,,,,"99999,9,99999,9","5,1,007,1,+999,9",,,,,,,,,,,,,,,,,"SYN098AAXX  23124 72295 32966 01404 10083 21006 30171 40225 55007 91150 333 10189 20083 70003 555 92312;","Q01 101713APOSP "
"72295023174","2006-12-23T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0061,5","+0000,5","10218,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9",,,,,,"1,99,1,+02743,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10220,5,10101,5",,,,,,,,,,,,,,,,,,"MET09812/23/06 04:51:53 METAR KLAX 231250Z 00000KT 10SM FEW090 06/00 A3018 RMK AO2 SLP218 T00610000 (GG)",
"72295023174","2006-12-23T13:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0083,5","-0011,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9",,,,,,"1,99,1,+02743,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5",,,,,,,,,,,,,,,,,,"MET09912/23/06 05:51:52 METAR KLAX 231350Z 00000KT 10SM FEW090 08/M01 A3022 RMK AO2 SLP231 T00831011 (GG)",
"72295023174","2006-12-23T14:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0067,5","-0011,5","10230,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02743,5,99,9","04,5,+06096,5,99,9",,,,,"1,99,1,+02743,5,9","2,99,1,+06096,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5","3,9,005,9,+999,9",,,,,,,,,,,,,,,,,"MET11212/23/06 06:51:54 METAR KLAX 231450Z 10007KT 10SM FEW090 SCT200 07/M01 A3022 RMK AO2 SLP230 T00671011 53005 (GG)",
"72295023174","2006-12-23T15:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0026,5","22000,5,9,N","016093,5,N,5","+0078,5","+0000,5","10235,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04267,5,99,9","02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,"1,99,1,+04267,5,9","1,99,1,+06096,5,9","2,99,1,+08534,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10237,5,10118,5",,,,,,,,,,,,,,,,,,"MET11312/23/06 07:52:03 METAR KLAX 231550Z 10005KT 10SM FEW140 FEW200 SCT280 08/00 A3023 RMK AO2 SLP235 T00780000 (RPA)",
"72295023174","2006-12-23T16:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","110,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0128,5","-0017,5","10245,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04267,5,99,9","02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,"1,99,1,+04267,5,9","1,99,1,+06096,5,9","2,99,1,+08534,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10247,5,10128,5",,,,,,,,,,,,,,,,,,"MET11412/23/06 08:52:03 METAR KLAX 231650Z 11004KT 10SM FEW140 FEW200 SCT280 13/M02 A3026 RMK AO2 SLP245 T01281017 (RPA)",
"72295023174","2006-12-23T17:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0167,5","-0033,5","10253,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,"1,99,1,+04572,5,9","1,99,1,+06096,5,9","2,99,1,+08534,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0167,1","999,N,+0061,1",,,,,,,,,,,"10254,5,10134,5","3,9,023,9,+999,9",,,,,,,,,,,,,,,,,"MET13212/23/06 10:00:54 METAR KLAX 231750Z 00000KT 10SM FEW150 FEW200 SCT280 17/M03 A3028 RMK AO2 SLP253 T01671033 10167 20061 53023 (RPA)",
"72295023174","2006-12-23T18:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0167,1","-0033,1","10253,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0167,1","240,N,+0061,1",,,,,,,,,,,"99999,9,99999,9","3,1,023,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  23184 72295 32966 40000 10167 21033 30198 40253 53023 91750 333 10167 20061 555 92318;","Q01 101983APOSP "
"72295023174","2006-12-23T18:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0183,5","-0044,5","10248,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+04572,5,99,9","02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,"1,99,1,+04572,5,9","1,99,1,+06096,5,9","2,99,1,+08534,5,9",,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10247,5,10128,5",,,,,,,,,,,,,,,,,,"MET11412/23/06 10:52:03 METAR KLAX 231850Z 09007KT 10SM FEW150 FEW200 SCT280 18/M04 A3026 RMK AO2 SLP248 T01831044 (RPA)",
"72295023174","2006-12-23T19:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","140,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0194,5","-0056,5","10235,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,,"1,99,1,+06096,5,9","2,99,1,+08534,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5",,,,,,,,,,,,,,,,,,"MET10712/23/06 11:51:53 METAR KLAX 231950Z 14007KT 10SM FEW200 SCT280 19/M06 A3022 RMK AO2 SLP235 T01941056 (RPA)",
"72295023174","2006-12-23T20:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0189,5","+0017,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,,"1,99,1,+06096,5,9","2,99,1,+08534,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5","6,9,022,9,+999,9",,,,,,,,,,,,,,,,,"MET11412/23/06 12:51:55 METAR KLAX 232050Z 26007KT 10SM FEW200 SCT280 19/02 A3021 RMK AO2 SLP231 T01890017 56022 $ (RPA)",
"72295023174","2006-12-23T21:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","250,5,N,0036,5","22000,5,9,N","016093,5,N,5","+0189,5","-0006,5","10229,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,,"1,99,1,+06096,5,9","2,99,1,+08534,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET10912/23/06 13:51:59 METAR KLAX 232150Z 25007KT 10SM FEW200 SCT280 19/M01 A3021 RMK AO2 SLP229 T01891006 $ (RPA)",
"72295023174","2006-12-23T22:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","270,5,N,0041,5","22000,5,9,N","016093,5,N,5","+0172,5","+9999,9","10230,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,,"1,99,1,+06096,5,9","2,99,1,+08534,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET10812/23/06 14:51:56 METAR KLAX 232250Z 27008KT 10SM FEW200 SCT280 17/06 A3021 RMK AO2 SLP230 T01720056 $ (RPA)","P01 +00563ATOD  "
"72295023174","2006-12-23T23:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","200,5,N,0031,5","22000,5,9,N","016093,5,N,5","+0178,5","-0044,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,,"1,99,1,+06096,5,9","2,99,1,+08534,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0206,1","999,N,+0167,1",,,,,,,,,,,"10227,5,10108,5","8,9,006,9,+999,9",,,,,,,,,,,,,,,,,"MET12712/23/06 15:52:05 METAR KLAX 232350Z 20006KT 10SM FEW200 SCT280 18/M04 A3020 RMK AO2 SLP225 T01781044 10206 20167 58006 $ (DMQ)",
"72295023174","2006-12-24T00:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","200,1,N,0031,1","22000,1,9,N","016000,1,N,1","+0178,1","-0044,1","10225,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","120,M,+0206,1","180,N,+0083,1",,,,,,,,,,,"99999,9,99999,9","8,1,006,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  24004 72295 32966 42006 10178 21044 30171 40225 58006 92350 333 10206 20083 555 92400;","Q01 101713APOSP "
"72295023174","2006-12-24T00:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0167,5","-0022,5","10230,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+06096,5,99,9","04,5,+08534,5,99,9",,,,,"2,99,1,+06096,5,9","2,99,1,+08534,5,9",,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET10912/23/06 16:51:59 METAR KLAX 240050Z 26004KT 10SM SCT200 SCT280 17/M02 A3021 RMK AO2 SLP230 T01671022 $ (DMQ)",
"72295023174","2006-12-24T01:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0156,5","+0072,5","10230,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+06096,5,99,9",,,,,,"2,99,1,+06096,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET10112/23/06 17:51:51 METAR KLAX 240150Z 00000KT 10SM SCT200 16/07 A3021 RMK AO2 SLP230 T01560072 $ (DMQ)","Q01+000703ATOD  "
"72295023174","2006-12-24T02:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","260,5,N,0021,5","04267,5,M,N","016093,5,N,5","+0150,5","+0089,5","10235,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+04267,5,99,9",,,,,,"3,99,1,+04267,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10237,5,10118,5","3,9,009,9,+999,9",,,,,,,,,,,,,,,,,"MET10512/23/06 18:51:52 METAR KLAX 240250Z 26004KT 10SM BKN140 15/09 A3023 RMK AO2 SLP235 T01500089 53009 (DMQ)",
"72295023174","2006-12-24T03:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","210,5,N,0021,5","04267,5,M,N","016093,5,N,5","+0150,5","+0094,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"07,5,+04267,5,99,9",,,,,,"3,99,1,+04267,5,9",,,,"07,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET09912/23/06 19:51:51 METAR KLAX 240350Z 21004KT 10SM BKN140 15/09 A3021 RMK AO2 SLP231 T01500094 (DMQ)",
"72295023174","2006-12-24T04:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0144,5","+0094,5","10231,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+03658,5,99,9",,,,,,"2,99,1,+03658,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5",,,,,,,,,,,,,,,,,,"MET09912/23/06 20:51:52 METAR KLAX 240450Z 00000KT 10SM SCT120 14/09 A3022 RMK AO2 SLP231 T01440094 (DMQ)",
"72295023174","2006-12-24T05:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0133,5","+0089,5","10235,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,5,+03658,5,99,9",,,,,,"2,99,1,+03658,5,9",,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0178,1","999,N,+0133,1",,,,,,,,,,,"10237,5,10118,5","3,9,000,9,+999,9",,,,,,,,,,,,,,,,,"MET11712/23/06 21:51:52 METAR KLAX 240550Z 00000KT 10SM SCT120 13/09 A3023 RMK AO2 SLP235 T01330089 10178 20133 53000 (DMQ)","Q01+000032APCTEN"
"72295023174","2006-12-24T06:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0133,1","+0089,1","10235,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"04,99,1,99,9,99,9,99999,9,99,9,99,9","240,M,+0178,1","240,N,+0083,1",,,,,,,,,,,"99999,9,99999,9",,,,,,,,,,,,,,,,,,"SYN092AAXX  24064 72295 32966 40000 10133 20089 30181 40235 53000 90550 333 10178 20083 555 92406;","Q01+000002APC3  Q02 101813APOSP "
"72295023174","2006-12-24T06:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","060,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0139,5","+0078,5","10232,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10234,5,10114,5",,,,,,,,,,,,,,,,,,"MET09612/23/06 22:51:52 METAR KLAX 240650Z 06003KT 10SM CLR 14/08 A3022 RMK AO2 SLP232 T01390078 (DMQ)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-24T07:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0122,5","+0072,5","10227,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10230,5,10111,5",,,,,,,,,,,,,,,,,,"MET10512/23/06 23:51:54 METAR KLAX 240750Z 00000KT 10SM CLR 12/07 A3021 RMK AO2 SLP227 T01220072 402060061 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-24T07:59:00","6","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","SOD  ","KLAX ","V030","999,9,9,9999,9","99999,9,9,9","999999,9,9,9","+9999,9","+9999,9","99999,9","24,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,"08,6,24,6",,,,,,,,,,,,,,,"240,M,+0206,5","240,N,+0061,5",,,,,,,,,"024,W,+0083,D,4","024,D,+0017,D,4",,,"10112,4,10230,4","10113,4,10217,4",,,,,,,,,"1,24,00671,280,1405,5","2,24,00581,280,1407,5","3,24,00165,999,9999,5","024,X,075,D,4","024,N,018,D,4","024,M,048,D,4","SOD77124 HR PRECIPITATION (IN):0.00  WEATHER(CODE):8  24 HR MAX TEMP (F):69 24 HR MAX TEMP TIME (LST):1215 24 HR MIN TEMP (F):43 24 HR MIN TEMP TIME (LST):0652 AVERAGE STATION PRESSURE:29.865 MINIMUM SEA LEVEL PRESSURE:30.17 TIME OF OCCURRENCE:0451 PEAK WIND SPEED (MPH):15  PEAK WIND DIR (DEG):280 PEAK WIND TIME (LST):1405  FASTEST 2MIN SPEED (MPH):13 FASTEST 2MIN DIR (DEG):280 FASTEST 2MIN TIME (LST):1407 AVERAGE WIND SPEED (MPH):3.7  24 HR AVG TEMP (F):56 DEPART FROM NORMAL: -1  HEATING DEGREE DAYS:9   COOLING DEGREE DAYS:0   LATEST DAY MAX TEMP (0700-1900 LST):69  LATEST NIGHT MIN TEMP(1900-0800 LST):43 HOURLY INCREMENTAL PRECIPITATION VALUES (IN):.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00","R01     87AXW093R02     N7GJS072R03     N7GKS075"
"72295023174","2006-12-24T08:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","100,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0117,5","+0056,5","10226,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10227,5,10108,5","8,9,008,9,+999,9",,,,,,,,,,,,,,,,,"MET10112/24/06 00:51:53 METAR KLAX 240850Z 10003KT 10SM CLR 12/06 A3020 RMK AO2 SLP226 T01170056 58008 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-24T09:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","180,5,N,0015,5","22000,5,9,N","016093,5,N,5","+0100,5","+0044,5","10223,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10227,5,10108,5",,,,,,,,,,,,,,,,,,"MET09512/24/06 01:51:52 METAR KLAX 240950Z 18003KT 10SM CLR 10/04 A3020 RMK AO2 SLP223 T01000044 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-24T10:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0106,5","+0044,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10227,5,10108,5",,,,,,,,,,,,,,,,,,"MET09512/24/06 02:51:51 METAR KLAX 241050Z 00000KT 10SM CLR 11/04 A3020 RMK AO2 SLP225 T01060044 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-24T11:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","999,9,C,0000,5","22000,5,9,N","016093,5,N,5","+0089,5","+0044,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,99,1,99,9,99,9,99999,9,99,9,99,9","999,M,+0144,1","999,N,+0083,1",,,,,,,,,,,"10227,5,10108,5","6,9,001,9,+999,9",,,,,,,,,,,,,,,,,"MET11312/24/06 03:51:53 METAR KLAX 241150Z 00000KT 10SM CLR 09/04 A3020 RMK AO2 SLP225 T00890044 10144 20083 56001 (GG)","Q01    099SCCGD1P01    003SCCGA1"
"72295023174","2006-12-24T12:00:00","4","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-12","KLAX ","V020","999,9,C,0000,1","22000,1,9,N","016000,1,N,1","+0089,1","+0044,1","10225,1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"00,1,+99999,9,99,9",,,,,,,,,,"00,99,1,00,1,00,1,99999,9,00,1,00,1","120,N,+0083,1","240,M,+0206,1",,,,,,,,,,,"99999,9,99999,9","6,1,001,1,+999,9",,,,,,,,,,,,,,,,,"SYN092AAXX  24124 72295 32966 00000 10089 20044 30171 40225 56001 91150 333 10206 20083 555 92412;","Q01 101713APOSP "
"72295023174","2006-12-24T12:50:00","7","33.938","-118.3888","29.6","LOS ANGELES INTERNATIONAL AIRPORT, CA US","FM-15","KLAX ","V030","090,5,N,0021,5","22000,5,9,N","016093,5,N,5","+0089,5","+0017,5","10225,5","01,0000,9,5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"02,5,+02438,5,99,9",,,,,,"1,99,1,+02438,5,9",,,,"02,99,1,99,9,99,9,99999,9,99,9,99,9",,,,,,,,,,,,,"10227,5,10108,5",,,,,,,,,,,,,,,,,,"MET09812/24/06 04:52:27 METAR KLAX 241250Z 09004KT 10SM FEW080 09/02 A3020 RMK AO2 SLP225 T00890017 (GG)",
